"n_mero_de_contrato","id_documento","proceso","nombre_archivo","tamanno_archivo","extensi_n","descripci_n","fecha_carga","entidad","nit_entidad","url_descarga_documento"
,"756951751","CO1.BDOS.10040938","ANEXO 2 - COMUNICACIoN DE ACEPTACION DE LA OFERTA IDU-MC10%-DTAF-001-2026.DOCX","233281","docx","ANEXO 2 - COMUNICACIoN DE ACEPTACION DE LA OFERTA IDU-MC10%-DTAF-001-2026.DOCX","2026-02-24T00:00:00.000","INSTITUTO DE DESARROLLO URBANO","899999081","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756951751&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756963171","CO1.BDOS.10041437","5. PROYECTO PLIEGOS DE CONDICIONES.PDF","1425550","pdf","5. PROYECTO PLIEGOS DE CONDICIONES.PDF","2026-02-24T00:00:00.000","SUPERVIGILANCIA - MD","800217123","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756963171&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"757007615","CO1.BDOS.9964260","DOCUMENTACION.PDF","3280568","pdf","DOCUMENTACION.PDF","2026-02-24T00:00:00.000","ESE HOSPITAL MARIA AUXILIADORA","890980997","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=757007615&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756936954","CO1.BDOS.10040882","A.I..PDF","1380125","pdf","A.I..PDF","2026-02-24T00:00:00.000","ESE HOSPITAL MUNICIPAL ALGECIRAS","813001653","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756936954&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756936493","CO1.BDOS.10024785","384-ESTUDIOS.PDF","572633","pdf","384-ESTUDIOS.PDF","2026-02-24T00:00:00.000","E.S.E. HOSPITAL DIVINO SALVADOR DE SOPO","860023878","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756936493&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756983846","CO1.BDOS.5183283","ACT VIGENCIAS PoLIZA PEDIDO 4200009977 6302.ZIP","1975382","zip","ACT VIGENCIAS PoLIZA PEDIDO 4200009977 6302.ZIP","2026-02-24T00:00:00.000","EMPRESA DE TRANSPORTE MASIVO DEL VALLE DE ABURRA LTDA","890923668","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756983846&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756940862","CO1.BDOS.10041313","EP.PDF","15080379","pdf","EP.PDF","2026-02-24T00:00:00.000","ESE HOSPITAL MUNICIPAL ALGECIRAS","813001653","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756940862&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756949954","CO1.BDOS.10041170","12. CONTRALORIA.PDF","41479","pdf","12. CONTRALORIA.PDF","2026-02-24T00:00:00.000","UNIVERSIDAD DE CARTAGENA","890480123","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756949954&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756996752","CO1.BDOS.9156010","INF_DIC_2025.PDF","1433692","pdf","INF_DIC_2025.PDF","2026-02-24T00:00:00.000","FONDO COLOMBIA EN PAZ","8300531053","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756996752&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"757010073","CO1.BDOS.7470182","20250130 APROBACION DE POLIZA RCE.PDF","1771833","pdf","20250130 APROBACION DE POLIZA RCE.PDF","2026-02-24T00:00:00.000","FONER","901564190","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=757010073&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756975868","CO1.BDOS.10036610","3.DETALLES DE CANAL Y ESCALONES.PDF","395486","pdf","3.DETALLES DE CANAL Y ESCALONES.PDF","2026-02-24T00:00:00.000","MUNICIPIO DE EL PAUJIL","800095763","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756975868&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"757010047","CO1.BDOS.9964265","ESTUDIO PREVIO .PDF","1409568","pdf","ESTUDIO PREVIO .PDF","2026-02-24T00:00:00.000","ESE HOSPITAL MARIA AUXILIADORA","890980997","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=757010047&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756953951","CO1.BDOS.10040470","1 AVISO DE CONVOCATORIA EQUIPO BIOMEDICO (1).PDF","468602","pdf","1 AVISO DE CONVOCATORIA EQUIPO BIOMEDICO (1).PDF","2026-02-24T00:00:00.000","ESE HOSPITAL SAN ANTONIO DE CHIA","899999156","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756953951&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756942607","CO1.BDOS.10039700","20.FORMATO 13 - PUNTAJE DE INDUSTRIA NACIONAL.PDF","177089","pdf","20.FORMATO 13 - PUNTAJE DE INDUSTRIA NACIONAL.PDF","2026-02-24T00:00:00.000","TIERRASUA S.A.S","901285377","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756942607&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756962987","CO1.BDOS.10039098","MATRIZ DE RIESGO.PDF","4591194","pdf","MATRIZ DE RIESGO.PDF","2026-02-24T00:00:00.000","ALCALDIA MUNICIPIO DE NOCAIMA","899999718","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756962987&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756946598","CO1.BDOS.10041415","EP.PDF","14968880","pdf","EP.PDF","2026-02-24T00:00:00.000","ESE HOSPITAL MUNICIPAL ALGECIRAS","813001653","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756946598&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756947277","CO1.BDOS.10041405","ACTA Y ANEXOS.PDF","8409523","pdf","ACTA Y ANEXOS.PDF","2026-02-24T00:00:00.000","DISTRITO DE TURBO","890981138","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756947277&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756948400","CO1.BDOS.10006740","13. ACTO ADMINISTRATIVO DE APERTURA DEL PROCESO.PDF","425554","pdf","13. ACTO ADMINISTRATIVO DE APERTURA DEL PROCESO.PDF","2026-02-24T00:00:00.000","INSTITUTO DE HIDROLOGIA, METEOROLOGiA Y ESTUDIOS AMBIENTALES","830000602","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756948400&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756948812","CO1.BDOS.9998816","35. GARANTiAS (11).PDF","4488902","pdf","35. GARANTiAS (11).PDF","2026-02-24T00:00:00.000","CANAL REGIONAL DE TELEVISION S.A.S","830005370","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756948812&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756989775","CO1.BDOS.10036829","ESTUDIO PREVIO.PDF","705449","pdf","ESTUDIO PREVIO.PDF","2026-02-24T00:00:00.000","EMPRESA SOCIAL DEL ESTADO MARCO FELIPE AFANADOR DE TOCAIMA","890680033","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756989775&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756934577","CO1.BDOS.10041138","17. DECLARACIoN DE AUSENCIA DE CONFLICTO DE INTERES, INHABILIDAD E INCOMPATIBILIDAD.PDF","248966","pdf","17. DECLARACIoN DE AUSENCIA DE CONFLICTO DE INTERES, INHABILIDAD E INCOMPATIBILIDAD.PDF","2026-02-24T00:00:00.000","UNIVERSIDAD DE CARTAGENA","890480123","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756934577&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756996394","CO1.BDOS.9971051","419 ACTA DE TERMINACION DE COMUN ACUERDO.PDF","839108","pdf","419 ACTA DE TERMINACION DE COMUN ACUERDO.PDF","2026-02-24T00:00:00.000","EMPRESA SOCIAL DEL ESTADO SALUD YOPAL","844003225","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756996394&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"757002137","CO1.BDOS.10041101","ESTUDIOS PREVIOS MARYSOL .PDF","228162","pdf","ESTUDIOS PREVIOS MARYSOL .PDF","2026-02-24T00:00:00.000","ESE HOSPITAL SAN RAFAEL DE CAROLINA DEL PRINCIPE","890906344","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=757002137&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756957790","CO1.BDOS.10041282","8. ANALISIS DE RIESGO.PDF","406374","pdf","8. ANALISIS DE RIESGO.PDF","2026-02-24T00:00:00.000","ALCALDIA MUNICIPAL DE BOJACA","800094622","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756957790&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756956357","CO1.BDOS.10041516","SOLICITUD DE COTIZACIoN 2.PDF","430635","pdf","SOLICITUD DE COTIZACIoN 2.PDF","2026-02-24T00:00:00.000","INSTITUTO DE TRANSITO Y TRANSPORTE DEL DEPARTAMENTO DE ARAUCA","800114869","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756956357&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756949665","CO1.BDOS.10041267","ACTA DE INICIO.PDF","315660","pdf","ACTA DE INICIO.PDF","2026-02-24T00:00:00.000","E.S.E HOSPITAL LOCAL DE RIO DE ORO","8240004492","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756949665&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756953671","CO1.BDOS.10041342","A.I..PDF","1355643","pdf","A.I..PDF","2026-02-24T00:00:00.000","ESE HOSPITAL MUNICIPAL ALGECIRAS","813001653","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756953671&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756945174","CO1.BDOS.10041326","3. ESTUDIOS PREVIOS 37-26.PDF","334776","pdf","3. ESTUDIOS PREVIOS 37-26.PDF","2026-02-24T00:00:00.000","ESE CENTRO DE SALUD SANTA BARBARA","804008273","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756945174&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756937802","CO1.BDOS.10041224","00 NECESIDAD CONT 378.PDF","860505","pdf","00 NECESIDAD CONT 378.PDF","2026-02-24T00:00:00.000","EMPRESA SOCIAL DEL ESTADO HOSPITAL ROSARIO PUMAREJO DE LOPEZ","892399994","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756937802&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756947789","CO1.BDOS.10030598","CONTRATO ...PDF","3237872","pdf","CONTRATO ...PDF","2026-02-24T00:00:00.000","ESE HOSPITAL SAN RAFAEL DE CHINU","8001939121","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756947789&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756948315","CO1.BDOS.10041263","ESTUIDOS PREVIOS.PDF","3036488","pdf","ESTUIDOS PREVIOS.PDF","2026-02-24T00:00:00.000","INSTITUCION EDUCATIVA DIVINO NIÑO","828000276","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756948315&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756954829","CO1.BDOS.10041189","CONTRATO FIRMADO - GUSTAVO ADOLFO HERRERA SEBA (2).PDF","798906","pdf","CONTRATO FIRMADO - GUSTAVO ADOLFO HERRERA SEBA (2).PDF","2026-02-24T00:00:00.000","UNIVERSIDAD DE CARTAGENA","890480123","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756954829&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756964482","CO1.BDOS.10041292","CDP (22).PDF","2857075","pdf","CDP (22).PDF","2026-02-24T00:00:00.000","MUNICIPIO DE BOAVITA","891856294","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756964482&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756933491","CO1.BDOS.10039583","1. ESTUDIO PREVIO ANEXOS 1ERA PARTE.PDF","6691847","pdf","1. ESTUDIO PREVIO ANEXOS 1ERA PARTE.PDF","2026-02-24T00:00:00.000","ARMADA NACIONAL - DADIN","900039527","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756933491&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756991435","CO1.BDOS.10036841","RP 337.PDF","14959","pdf","RP 337.PDF","2026-02-24T00:00:00.000","EMPRESA SOCIAL DEL ESTADO MARCO FELIPE AFANADOR DE TOCAIMA","890680033","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756991435&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756954256","CO1.BDOS.10041182","PROYECTO DE PLIEGO CONDICIONES.PDF","1264922","pdf","PROYECTO DE PLIEGO CONDICIONES.PDF","2026-02-24T00:00:00.000","INSTITUTO DE TRANSITO Y TRANSPORTE DEL DEPARTAMENTO DE ARAUCA","800114869","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756954256&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756945125","CO1.BDOS.10041324","14. CONTRALORIA.PDF","48083","pdf","14. CONTRALORIA.PDF","2026-02-24T00:00:00.000","UNIVERSIDAD DE CARTAGENA","890480123","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756945125&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756963885","CO1.BDOS.10041294","0018_20260122_ANEXO16_DELITOS_SEXUALES.PDF","382382","pdf","0018_20260122_ANEXO16_DELITOS_SEXUALES.PDF","2026-02-24T00:00:00.000","UNIVERSIDAD INDUSTRIAL DE SANTANDER","890201213","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756963885&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756982889","CO1.BDOS.10041357","3.1COTIZACIoN 1.PDF","238715","pdf","3.1COTIZACIoN 1.PDF","2026-02-24T00:00:00.000","MUNICIPIO DE SILVANIA","890680437","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756982889&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756997932","CO1.BDOS.10035822","12-CUENTA COBRO JBD102.PDF","221825","pdf","12-CUENTA COBRO JBD102.PDF","2026-02-24T00:00:00.000","INSTITUCION EDUCATIVA JOSE ANTONIO GALAN1","812002162","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756997932&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756947790","CO1.BDOS.10030598","DESIGNACION D SUPER.PDF","524923","pdf","DESIGNACION D SUPER.PDF","2026-02-24T00:00:00.000","ESE HOSPITAL SAN RAFAEL DE CHINU","8001939121","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756947790&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756933217","CO1.BDOS.10040880","2. CDP.PDF","129641","pdf","2. CDP.PDF","2026-02-24T00:00:00.000","E.S.E. HOSPITAL INTEGRADO SAN JUAN DE CIMITARRA","890204895","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756933217&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756950216","CO1.BDOS.10041439","CDP MARYURIS ROJAS GALLEGO.PDF","288679","pdf","CDP MARYURIS ROJAS GALLEGO.PDF","2026-02-24T00:00:00.000","ESEHSNT","806007343","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756950216&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756995038","CO1.BDOS.10041031","INVITACION.PDF","9607520","pdf","INVITACION.PDF","2026-02-24T00:00:00.000","MUNICIPIO DE SAN ANDRES DE CUERQUIA","890981868","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756995038&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756939748","CO1.BDOS.10040987","RP 240.PDF","315490","pdf","RP 240.PDF","2026-02-24T00:00:00.000","UPTC","891800330","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756939748&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756960634","CO1.BDOS.10041288","INVITACIoN PuBLICA.PDF","910017","pdf","INVITACIoN PuBLICA.PDF","2026-02-24T00:00:00.000","ALCALDIA MUNICIPAL DE MALAGA","890205229","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756960634&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756984571","CO1.BDOS.10041329","2.CDP ALOJAMIENTO.PDF","32477","pdf","2.CDP ALOJAMIENTO.PDF","2026-02-24T00:00:00.000","MUNICIPIO DE SILVANIA","890680437","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756984571&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756955870","CO1.BDOS.10041454","NOT SUPERVISOR.PDF","1449088","pdf","NOT SUPERVISOR.PDF","2026-02-24T00:00:00.000","ESE HOSPITAL MUNICIPAL ALGECIRAS","813001653","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756955870&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756940427","CO1.BDOS.10041219","275 INEXISTENCIA.PDF","32430","pdf","275 INEXISTENCIA.PDF","2026-02-24T00:00:00.000","EMPRESA SOCIAL DEL ESTADO HOSPITAL PROFESOR JORGE CAVELIER","832002436","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756940427&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756985471","CO1.BDOS.9332118","ACTA LIQUIDACION.PDF","847415","pdf","ACTA LIQUIDACION.PDF","2026-02-24T00:00:00.000","ESE CENTRO DE SALUD DEL MUNICIPIO DE FIRAVITOBA","8260026764","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756985471&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756947758","CO1.BDOS.10041425","FACTURA.PDF","404811","pdf","FACTURA.PDF","2026-02-24T00:00:00.000","INSTITUCION EDUCATIVA DIVINO NIÑO","828000276","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756947758&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756965449","CO1.BDOS.10041524","ANEXO NO. 12 CONSTITUCIoN DE UNIoN TEMPORAL..DOC","404992","doc","ANEXO NO. 12 CONSTITUCIoN DE UNIoN TEMPORAL..DOC","2026-02-24T00:00:00.000","MUNICIPIO DE MAICAO","892120020","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756965449&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756995744","CO1.BDOS.10036422","23_RES-APERTURA-PROC-CONTRACTUAL-03-2026-CONSTRUCCION-CIELORASO-ANAELISA.PDF","199682","pdf","23_RES-APERTURA-PROC-CONTRACTUAL-03-2026-CONSTRUCCION-CIELORASO-ANAELISA.PDF","2026-02-24T00:00:00.000","INSTITUCION EDUCATIVA ANA ELISA CUENCA LARA","891102364","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756995744&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756932937","CO1.BDOS.10040874","CDP.PDF","1150556","pdf","CDP.PDF","2026-02-24T00:00:00.000","ESE HOSPITAL MUNICIPAL ALGECIRAS","813001653","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756932937&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756975421","CO1.BDOS.10033624","ANEXOS 2 6379.PDF","2341188","pdf","ANEXOS 2 6379.PDF","2026-02-24T00:00:00.000","HOSPITAL DEPARTAMENTAL MARIA INMACULADA ESE","891180098","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756975421&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756951845","CO1.BDOS.10041176","241 CONTRATO.PDF","943547","pdf","241 CONTRATO.PDF","2026-02-24T00:00:00.000","EMPRESA SOCIAL DEL ESTADO HOSPITAL PROFESOR JORGE CAVELIER","832002436","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756951845&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756951254","CO1.BDOS.10041175","7. Y 8. VIGENCIA DE LA TARJETA PROFESIONAL Y ANTECEDENTES DISCIPLINARIOS -KELLY MONTES.PDF","149331","pdf","7. Y 8. VIGENCIA DE LA TARJETA PROFESIONAL Y ANTECEDENTES DISCIPLINARIOS -KELLY MONTES.PDF","2026-02-24T00:00:00.000","UNIVERSIDAD DE CARTAGENA","890480123","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756951254&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
,"756937444","CO1.BDOS.10041222","13. PROCURADURIA.PDF","20948","pdf","13. PROCURADURIA.PDF","2026-02-24T00:00:00.000","UNIVERSIDAD DE CARTAGENA","890480123","https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=756937444&InCommunity=False&InPaymentGateway=False&DocUniqueIdentifier="
